city,state,house_type,month,avg_temp_f,humidity,heating_degree_days,cooling_degree_days,avg_energy_kwh,square_feet,num_occupants,energy_rate_per_kwh,monthly_energy_bill
Miami,FL,Apartment,9,82.1,51.3,0.0,512.6,25426.5,1190,1,0.11,2787.61
Seattle,WA,Townhouse,9,68.5,87.1,0.0,104.8,12389.5,2034,1,0.1,1249.98
Miami,FL,Condo,12,64.5,49.7,14.9,0.0,1749.9,921,1,0.121,224.01
New York,NY,Large House,9,72.9,77.6,0.0,235.9,56402.9,3621,6,0.18,10139.35
Denver,CO,House,6,69.8,50.7,0.0,143.0,19136.2,2239,1,0.144,2744.22
Houston,TX,Apartment,10,80.3,87.3,0.0,459.7,13931.0,725,1,0.12,1687.39
New York,NY,Apartment,4,57.2,82.0,234.3,0.0,13114.0,1045,1,0.18,2345.61
Atlanta,GA,Condo,5,65.9,82.6,0.0,26.7,2099.2,960,1,0.13,282.68
Houston,TX,Apartment,10,75.6,48.9,0.0,319.0,8284.5,604,1,0.12,981.87
Los Angeles,CA,Apartment,5,61.0,35.0,121.0,0.0,6417.2,911,1,0.22,1406.04
Houston,TX,Apartment,2,60.4,33.5,138.3,0.0,6449.6,828,1,0.132,831.76
Boston,MA,Large House,2,28.0,32.8,1110.1,0.0,370487.6,4375,6,0.231,85592.25
Miami,FL,Large House,9,89.7,49.2,0.0,740.4,166043.7,3620,6,0.11,18278.39
Seattle,WA,Condo,12,51.9,48.2,393.6,0.0,25328.6,1112,2,0.11,2795.83
Chicago,IL,Large House,10,56.1,66.8,268.0,0.0,68566.4,3201,2,0.14,9589.97
Chicago,IL,Apartment,7,83.3,85.0,0.0,550.5,18735.6,814,1,0.168,3128.5
Los Angeles,CA,House,11,49.2,83.7,474.8,0.0,72915.1,2279,1,0.22,16055.32
Denver,CO,Condo,3,48.3,74.4,499.8,0.0,42187.1,1480,2,0.12,5048.11
Denver,CO,Condo,3,53.3,60.0,350.2,0.0,30463.7,1503,1,0.12,3651.73
Seattle,WA,Large House,10,66.5,31.8,0.0,46.4,18840.0,4595,4,0.1,1874.84
Atlanta,GA,Apartment,12,45.5,43.8,586.4,0.0,15283.3,503,1,0.143,2190.88
Miami,FL,House,3,70.5,57.4,0.0,165.4,29759.9,3056,2,0.11,3259.9
New York,NY,Apartment,11,49.1,46.0,476.1,0.0,29105.7,1176,2,0.18,5238.76
Chicago,IL,Townhouse,4,58.4,38.7,198.2,0.0,22947.0,1769,2,0.14,3204.38
Chicago,IL,Apartment,6,76.1,38.8,0.0,331.9,16921.4,1193,1,0.168,2843.43
New York,NY,House,1,24.7,86.1,1207.9,0.0,166260.3,2089,1,0.198,32900.06
Miami,FL,Townhouse,8,95.5,53.9,0.0,916.4,66362.4,1469,2,0.132,8778.48
New York,NY,Large House,1,29.3,88.3,1069.6,0.0,287261.9,3526,1,0.198,56871.08
Seattle,WA,Townhouse,4,62.0,49.8,89.8,0.0,8036.3,1236,1,0.1,800.88
Chicago,IL,Condo,9,69.3,85.6,0.0,129.3,9218.7,1372,2,0.14,1305.82
Miami,FL,House,12,65.2,44.3,0.0,7.0,5322.7,3366,5,0.121,650.4
New York,NY,House,11,48.4,31.4,497.0,0.0,58801.1,1762,1,0.18,10568.1
Houston,TX,Large House,7,91.8,65.3,0.0,804.6,149801.3,3018,3,0.144,21569.28
Los Angeles,CA,Large House,10,62.1,42.4,87.3,0.0,23711.0,3031,2,0.22,5225.27
Phoenix,AZ,Large House,10,82.3,63.6,0.0,519.0,150359.1,4633,3,0.13,19549.46
Phoenix,AZ,Apartment,10,79.6,63.8,0.0,437.9,11438.3,624,1,0.13,1481.44
Phoenix,AZ,House,3,70.9,83.0,0.0,176.6,27416.6,2648,2,0.13,3560.51
Houston,TX,Apartment,10,76.3,73.8,0.0,337.8,12107.4,839,1,0.12,1465.2
Phoenix,AZ,Large House,9,87.3,76.2,0.0,668.6,159087.0,3827,6,0.13,20674.58
Chicago,IL,Large House,3,46.4,62.1,558.2,0.0,162423.1,3752,6,0.14,22754.67
Denver,CO,Condo,12,49.6,36.6,462.0,0.0,35515.8,1349,1,0.132,4677.91
Houston,TX,Apartment,7,91.3,73.6,0.0,788.1,33272.6,1022,2,0.144,4804.52
Boston,MA,House,11,40.2,86.9,744.5,0.0,124872.2,2514,5,0.21,26235.23
Houston,TX,House,5,82.7,79.9,0.0,532.4,86639.3,3003,3,0.12,10382.57
Houston,TX,Townhouse,11,75.4,49.3,0.0,311.3,22431.0,1405,1,0.12,2703.21
Miami,FL,Large House,11,73.0,59.3,0.0,240.0,52613.1,3324,5,0.11,5785.74
Phoenix,AZ,Apartment,11,75.7,53.1,0.0,321.2,7889.0,565,1,0.13,1042.72
Seattle,WA,House,6,74.4,69.1,0.0,281.7,48148.9,3057,1,0.12,5782.62
Seattle,WA,Townhouse,6,72.1,51.3,0.0,213.9,16250.0,1429,2,0.12,1960.7
Seattle,WA,Townhouse,2,47.4,65.9,527.8,0.0,59768.4,1826,2,0.11,6583.43
New York,NY,Large House,4,54.0,41.0,328.7,0.0,97088.0,3718,6,0.18,17471.68
Houston,TX,Apartment,2,66.5,39.3,0.0,45.7,2377.5,835,1,0.132,299.62
Denver,CO,Townhouse,9,68.1,69.8,0.0,91.6,10940.0,2010,2,0.12,1308.06
Denver,CO,Apartment,10,61.4,71.6,109.2,0.0,7448.0,1143,2,0.12,905.94
Denver,CO,Apartment,5,61.0,48.0,121.0,0.0,3481.8,508,1,0.12,431.36
Miami,FL,Condo,8,89.7,82.9,0.0,742.4,52590.0,1565,1,0.132,6961.34
Boston,MA,Apartment,6,71.7,82.8,0.0,201.8,7467.2,834,1,0.252,1885.18
Seattle,WA,Apartment,10,65.6,85.9,0.0,16.7,1556.6,947,1,0.1,151.77
Chicago,IL,House,3,40.3,42.4,740.2,0.0,79018.7,1598,3,0.14,11076.72
Phoenix,AZ,Large House,10,81.0,39.2,0.0,479.8,93956.8,3128,1,0.13,12233.64
Seattle,WA,House,12,50.0,51.9,449.1,0.0,84301.7,2783,2,0.11,9292.43
Miami,FL,Townhouse,12,64.6,81.7,12.9,0.0,3925.1,2107,2,0.121,473.1
Miami,FL,Large House,3,68.9,55.0,0.0,115.9,26186.3,3182,2,0.11,2884.79
Seattle,WA,House,11,51.9,53.7,393.4,0.0,68188.7,2548,3,0.1,6823.25
New York,NY,House,6,76.8,63.8,0.0,354.4,32876.4,1668,3,0.216,7085.3
Denver,CO,Apartment,8,72.7,39.2,0.0,231.1,10119.2,994,1,0.144,1448.25
Los Angeles,CA,Townhouse,10,60.4,70.3,138.3,0.0,18610.7,1999,1,0.22,4085.38
Denver,CO,Condo,9,72.6,61.0,0.0,228.0,17566.1,1577,3,0.12,2114.45
Boston,MA,Townhouse,8,75.5,76.8,0.0,315.2,26880.9,1655,2,0.252,6755.46
New York,NY,Townhouse,6,75.1,68.9,0.0,303.8,23872.7,1510,3,0.216,5162.04
Phoenix,AZ,Condo,7,93.6,36.1,0.0,857.2,52357.4,1349,2,0.156,8179.79
Chicago,IL,Condo,12,35.7,81.5,879.7,0.0,39529.9,802,1,0.154,6083.8
Houston,TX,Townhouse,2,63.6,57.8,42.0,0.0,5454.5,1554,1,0.132,702.04
New York,NY,Apartment,2,31.6,81.5,1001.3,0.0,42930.6,841,1,0.198,8504.85
Phoenix,AZ,Condo,11,72.9,59.0,0.0,238.3,9965.3,873,1,0.13,1313.19
Boston,MA,Large House,6,70.0,50.6,0.0,151.2,39719.5,3821,3,0.252,10018.56
Boston,MA,Townhouse,2,30.3,68.9,1041.4,0.0,101987.0,1602,3,0.231,23563.78
Miami,FL,Condo,4,80.7,51.0,0.0,470.0,20453.3,948,1,0.11,2260.87
Atlanta,GA,Townhouse,8,72.0,59.3,0.0,210.4,22168.1,1964,3,0.156,3442.13
Seattle,WA,House,1,47.7,45.7,518.0,0.0,63518.0,1818,3,0.11,6998.05
Seattle,WA,Condo,4,57.4,48.0,226.8,0.0,13806.7,1018,2,0.1,1370.74
Atlanta,GA,House,11,51.5,88.7,403.7,0.0,81096.3,2967,1,0.13,10542.09
Houston,TX,Townhouse,2,67.1,64.3,0.0,64.1,7479.5,1769,2,0.132,988.02
Houston,TX,House,5,77.4,57.7,0.0,371.1,46484.1,2263,4,0.12,5591.08
Los Angeles,CA,Apartment,2,49.2,31.9,475.3,0.0,24020.3,971,1,0.242,5823.24
Boston,MA,Apartment,7,79.7,59.3,0.0,442.4,18045.6,971,1,0.252,4551.39
Denver,CO,Townhouse,6,70.0,72.2,0.0,149.4,15455.1,1896,1,0.144,2237.46
Atlanta,GA,Condo,11,53.5,70.6,346.4,0.0,27341.7,1362,2,0.13,3542.33
Seattle,WA,House,4,60.0,65.7,149.0,0.0,24467.0,2253,3,0.1,2429.01
Chicago,IL,Condo,9,66.7,35.1,0.0,51.0,4274.9,1351,1,0.14,610.52
Los Angeles,CA,Condo,10,59.7,32.8,158.4,0.0,7843.0,807,1,0.22,1739.74
Chicago,IL,House,11,44.3,81.1,620.3,0.0,88610.7,2134,2,0.14,12398.05
Atlanta,GA,House,8,78.5,46.1,0.0,405.2,68191.3,3074,1,0.156,10625.69
New York,NY,Apartment,8,80.0,76.5,0.0,451.4,22506.1,1189,1,0.216,4855.91
Chicago,IL,House,1,32.7,50.6,967.7,0.0,163463.1,2551,2,0.154,25180.1
Houston,TX,House,10,82.1,78.0,0.0,512.3,95446.4,3437,3,0.12,11453.83
Denver,CO,House,7,71.0,78.6,0.0,181.1,36480.5,3423,5,0.144,5271.47
Chicago,IL,Apartment,5,63.2,39.5,53.3,0.0,4030.1,1141,1,0.14,581.15
Atlanta,GA,House,11,57.1,38.8,238.2,0.0,43888.9,2619,5,0.13,5710.3
Phoenix,AZ,House,6,89.3,46.4,0.0,728.8,94851.8,2424,3,0.156,14804.88
Chicago,IL,Townhouse,11,42.8,85.5,666.0,0.0,83670.8,2038,3,0.14,11697.82
Denver,CO,Townhouse,2,52.2,41.3,383.6,0.0,34330.4,1418,2,0.132,4539.1
Chicago,IL,Apartment,4,55.9,43.0,273.0,0.0,15556.5,1065,1,0.14,2186.8
Denver,CO,Townhouse,2,51.6,86.3,401.4,0.0,43995.4,1749,2,0.132,5814.22
Chicago,IL,Apartment,2,29.0,49.4,1080.5,0.0,42245.8,767,1,0.154,6521.83
Los Angeles,CA,Condo,8,78.1,30.7,0.0,393.4,17709.9,973,1,0.264,4674.68
Seattle,WA,Townhouse,8,69.5,64.4,0.0,133.9,16301.8,2129,4,0.12,1962.68
Boston,MA,House,2,29.4,57.9,1068.8,0.0,246601.7,3489,5,0.231,56969.14
New York,NY,House,7,80.9,33.9,0.0,476.7,73831.9,2839,4,0.216,15966.04
Boston,MA,Condo,1,28.6,69.4,1091.7,0.0,66426.9,1088,2,0.231,15340.21
Atlanta,GA,Condo,1,43.9,47.8,633.9,0.0,36926.2,1031,1,0.143,5276.47
Atlanta,GA,House,8,74.9,35.0,0.0,296.6,34796.3,2111,1,0.156,5436.95
Houston,TX,Large House,11,73.8,45.0,0.0,265.4,52731.5,3041,4,0.12,6309.1
Atlanta,GA,House,11,52.0,50.2,390.5,0.0,40614.2,1531,1,0.13,5264.43
Atlanta,GA,House,11,54.5,74.2,314.3,0.0,34628.4,1608,1,0.13,4504.65
Houston,TX,House,9,85.9,87.3,0.0,627.4,60674.1,1791,3,0.12,7267.9
Miami,FL,Condo,2,66.4,53.9,0.0,41.3,3845.2,1412,1,0.121,480.26
Chicago,IL,House,1,24.1,64.3,1226.1,0.0,144489.1,1787,1,0.154,22232.33
Denver,CO,House,6,71.1,38.5,0.0,184.3,33639.3,3123,3,0.144,4848.2
Houston,TX,Townhouse,9,83.9,80.4,0.0,567.6,40772.4,1436,2,0.12,4872.86
Miami,FL,House,4,79.5,58.8,0.0,435.4,78809.5,3313,3,0.11,8659.19
Atlanta,GA,Condo,12,43.2,82.6,653.4,0.0,56299.4,1522,2,0.143,8042.98
Los Angeles,CA,Condo,9,65.9,49.8,0.0,26.0,2239.4,1050,1,0.22,498.06
Boston,MA,Large House,10,55.4,75.5,288.3,0.0,69344.3,3024,2,0.21,14546.31
Boston,MA,Apartment,8,72.3,54.6,0.0,219.8,5145.3,527,1,0.252,1278.9
Atlanta,GA,Townhouse,2,52.1,71.9,387.0,0.0,32346.9,1332,2,0.143,4609.34
Seattle,WA,Townhouse,9,72.6,67.9,0.0,228.2,24421.8,2028,2,0.1,2430.53
Boston,MA,House,9,71.6,57.2,0.0,196.8,23083.7,2030,1,0.21,4845.87
Seattle,WA,Apartment,1,42.2,49.5,682.7,0.0,31526.1,897,1,0.11,3481.58
Atlanta,GA,House,11,57.4,68.3,227.2,0.0,44511.9,2800,2,0.13,5776.0
Houston,TX,Condo,3,72.5,73.4,0.0,224.5,11722.5,1070,2,0.12,1423.19
Boston,MA,Townhouse,6,72.0,46.9,0.0,210.7,14730.1,1319,1,0.252,3693.72
Phoenix,AZ,House,12,67.4,62.5,0.0,73.1,15570.7,3142,2,0.143,2222.09
Miami,FL,Townhouse,3,69.6,76.8,0.0,136.5,12869.9,1695,1,0.11,1433.26
Atlanta,GA,Townhouse,8,70.1,33.1,0.0,151.6,13575.6,1623,1,0.156,2120.83
Seattle,WA,Townhouse,8,75.7,51.1,0.0,322.1,25987.7,1570,2,0.12,3104.52
Atlanta,GA,House,3,53.8,42.6,335.1,0.0,42248.5,1840,2,0.13,5483.04
New York,NY,Condo,10,61.6,52.8,103.0,0.0,5483.5,810,1,0.18,996.69
New York,NY,House,7,81.3,40.9,0.0,488.7,79573.7,2981,5,0.216,17193.92
Seattle,WA,Apartment,4,62.3,76.9,80.6,0.0,5072.6,1031,1,0.1,512.25
Boston,MA,House,8,76.7,75.4,0.0,350.5,46552.2,2399,3,0.252,11733.75
Seattle,WA,Condo,7,74.7,41.0,0.0,290.5,14315.0,1028,2,0.12,1728.15
Boston,MA,Apartment,11,49.5,75.6,466.1,0.0,14347.1,587,1,0.21,2997.83
Denver,CO,Large House,7,76.6,31.9,0.0,348.2,74383.7,3353,2,0.144,10727.3
Chicago,IL,Townhouse,4,50.9,86.5,422.2,0.0,36011.4,1367,1,0.14,5053.1
Houston,TX,Large House,10,77.5,52.7,0.0,375.7,116731.8,4902,2,0.12,14020.39
New York,NY,House,10,59.1,70.8,177.7,0.0,44290.8,3495,3,0.18,7976.82
Chicago,IL,Condo,6,72.2,38.4,0.0,216.9,13191.7,1248,2,0.168,2201.67
Miami,FL,Condo,8,86.3,53.0,0.0,639.9,44680.7,1532,1,0.132,5888.01
Denver,CO,Townhouse,5,66.8,50.4,0.0,54.0,6352.8,1744,2,0.12,780.81
Denver,CO,Apartment,5,62.5,48.7,75.0,0.0,3076.5,670,1,0.12,381.27
Miami,FL,Condo,8,95.7,51.9,0.0,921.2,50803.1,1220,2,0.132,6705.19
Seattle,WA,Large House,9,70.4,31.6,0.0,163.3,47884.3,4305,4,0.1,4777.57
Atlanta,GA,Condo,3,55.9,85.0,273.7,0.0,14754.6,925,1,0.13,1934.07
Atlanta,GA,Townhouse,9,74.2,87.1,0.0,276.8,23228.1,1610,2,0.13,3026.12
Denver,CO,House,10,58.6,83.1,192.2,0.0,35346.0,2574,4,0.12,4254.58
Los Angeles,CA,Townhouse,3,52.7,77.8,369.8,0.0,47144.4,2024,3,0.22,10384.48
Boston,MA,Large House,7,75.1,30.5,0.0,304.5,71133.5,3634,3,0.252,17912.94
Denver,CO,Large House,1,40.2,34.7,744.2,0.0,226061.0,3964,1,0.132,29841.14
Phoenix,AZ,Townhouse,11,75.4,38.8,0.0,311.7,20447.4,1281,1,0.13,2666.29
New York,NY,Apartment,12,31.0,86.8,1020.7,0.0,51950.0,1000,2,0.198,10277.12
Boston,MA,Large House,3,37.7,82.1,819.6,0.0,273328.2,4348,6,0.21,57395.53
Boston,MA,Townhouse,11,47.8,51.3,516.0,0.0,62571.4,1957,1,0.21,13147.23
Boston,MA,Townhouse,5,62.3,73.3,81.1,0.0,8032.4,1374,1,0.21,1688.19
Miami,FL,Townhouse,12,61.0,64.4,119.5,0.0,14362.8,1755,1,0.121,1755.99
Chicago,IL,Condo,12,32.0,72.4,990.6,0.0,75751.0,1368,1,0.154,11647.62
Los Angeles,CA,Townhouse,6,67.5,38.1,0.0,76.1,7992.6,1656,3,0.264,2100.76
Denver,CO,Townhouse,9,71.2,57.6,0.0,186.3,19050.7,1920,1,0.12,2267.85
Los Angeles,CA,Large House,7,79.8,88.5,0.0,444.4,112677.2,4016,5,0.264,29727.9
Chicago,IL,Townhouse,2,27.5,80.9,1126.1,0.0,122373.5,1785,1,0.154,18854.47
Miami,FL,Condo,4,80.7,57.0,0.0,470.9,22299.7,1032,1,0.11,2443.71
Houston,TX,House,10,80.9,36.2,0.0,478.0,57162.6,2197,2,0.12,6877.02
Miami,FL,Townhouse,2,68.4,78.1,0.0,102.7,7801.7,1279,2,0.121,927.34
Atlanta,GA,Condo,1,48.3,57.6,500.9,0.0,36560.4,1277,2,0.143,5212.56
Phoenix,AZ,Condo,5,85.3,65.0,0.0,608.0,38119.1,1374,2,0.13,4940.7
Atlanta,GA,Apartment,9,71.9,40.7,0.0,207.9,9776.6,1058,1,0.13,1289.06
Boston,MA,House,4,53.3,77.4,349.7,0.0,73400.2,3055,6,0.21,15429.33
Phoenix,AZ,Townhouse,4,73.0,83.0,0.0,239.3,23334.8,1850,2,0.13,3038.43
Boston,MA,Large House,8,81.7,52.6,0.0,502.3,105329.4,3337,5,0.252,26536.51
Seattle,WA,Townhouse,4,61.3,66.8,109.5,0.0,16063.3,2115,1,0.1,1616.85
Houston,TX,Townhouse,9,88.4,37.5,0.0,702.2,64662.6,1862,1,0.12,7774.08
New York,NY,Apartment,12,28.1,33.9,1107.2,0.0,31082.7,551,1,0.198,6153.7
Boston,MA,House,3,41.1,71.7,718.3,0.0,100066.8,2089,2,0.21,21027.36
Chicago,IL,Townhouse,5,69.2,43.2,0.0,126.9,12920.9,1808,1,0.14,1798.16
Atlanta,GA,Apartment,12,51.1,70.7,416.3,0.0,16759.2,774,1,0.143,2386.24
Los Angeles,CA,House,3,51.0,84.7,421.2,0.0,90524.0,3178,2,0.22,19933.68
Miami,FL,House,10,83.8,68.0,0.0,563.6,105901.7,3485,1,0.11,11634.22
Atlanta,GA,Condo,4,57.5,48.4,225.5,0.0,15253.0,1137,2,0.13,1984.44
Houston,TX,Townhouse,10,79.2,71.6,0.0,424.6,35141.4,1627,3,0.12,4228.86
Los Angeles,CA,Townhouse,4,60.9,40.0,123.1,0.0,17559.4,2083,1,0.22,3849.61
Phoenix,AZ,House,12,63.0,30.6,59.2,0.0,15436.1,3096,2,0.143,2193.1
Atlanta,GA,Apartment,10,61.3,80.5,110.3,0.0,3478.9,538,1,0.13,466.84
Phoenix,AZ,Townhouse,3,69.9,80.5,0.0,146.7,13697.2,1662,3,0.13,1773.36
New York,NY,Townhouse,3,38.2,67.2,802.5,0.0,91289.9,1856,1,0.18,16441.14
New York,NY,House,8,80.1,46.1,0.0,453.4,85238.6,3446,3,0.216,18416.41
Phoenix,AZ,Condo,11,71.9,46.6,0.0,206.2,14107.9,1388,2,0.13,1843.61
Atlanta,GA,Condo,12,47.1,63.5,536.0,0.0,35119.3,1155,1,0.143,5020.33
Houston,TX,Large House,2,62.5,86.1,76.1,0.0,33588.6,4826,2,0.132,4427.31
Houston,TX,Apartment,3,68.1,80.7,0.0,93.1,3354.7,735,1,0.12,412.89
Phoenix,AZ,Apartment,11,67.9,79.1,0.0,87.3,4778.1,1083,2,0.13,610.82
Miami,FL,Apartment,6,83.5,44.9,0.0,554.5,13216.0,574,1,0.132,1728.35
New York,NY,House,12,37.5,49.5,825.8,0.0,92424.6,1683,2,0.198,18282.24
Atlanta,GA,Townhouse,11,51.7,39.1,398.0,0.0,47716.4,1915,1,0.13,6210.62
Phoenix,AZ,Townhouse,7,87.8,67.2,0.0,683.6,51159.4,1512,1,0.156,7975.75
Los Angeles,CA,Condo,6,75.4,76.2,0.0,312.4,15207.1,1038,1,0.264,3998.32
Houston,TX,Townhouse,1,64.4,73.8,17.1,0.0,3416.4,1557,3,0.132,469.4
Los Angeles,CA,Large House,12,43.1,71.5,657.0,0.0,242438.8,4790,4,0.242,58662.75
Boston,MA,Apartment,7,75.7,60.9,0.0,322.1,13020.4,942,1,0.252,3300.36
Seattle,WA,Condo,1,47.4,38.0,526.5,0.0,37179.3,1240,1,0.11,4096.58
Denver,CO,Townhouse,12,45.2,30.6,595.2,0.0,60392.9,1642,1,0.132,7970.2
Los Angeles,CA,Townhouse,1,40.5,66.4,733.6,0.0,67434.2,1496,1,0.242,16319.11
Miami,FL,House,10,83.8,48.4,0.0,563.2,73701.9,2412,4,0.11,8114.91
Seattle,WA,Apartment,9,66.1,34.7,0.0,32.8,1203.5,543,1,0.1,130.53
Los Angeles,CA,Apartment,12,46.9,60.8,544.3,0.0,20299.8,721,1,0.242,4896.48
Atlanta,GA,Condo,1,46.6,53.2,553.1,0.0,34190.3,1087,2,0.143,4890.13
Seattle,WA,Large House,8,76.3,35.3,0.0,340.2,96954.0,4449,5,0.12,11628.6
Seattle,WA,Large House,1,40.4,65.5,739.4,0.0,211465.9,3717,6,0.11,23257.26
Denver,CO,Large House,3,48.8,32.1,487.2,0.0,143169.3,3778,4,0.12,17166.56
Boston,MA,Condo,1,32.8,36.7,964.9,0.0,83503.8,1541,3,0.231,19303.96
Boston,MA,Condo,11,42.1,55.2,686.8,0.0,38549.7,997,1,0.21,8096.08
New York,NY,Large House,4,55.0,87.1,298.9,0.0,73842.4,3101,4,0.18,13295.57
Atlanta,GA,Townhouse,2,46.5,47.0,556.0,0.0,63947.2,1856,2,0.143,9140.92
Los Angeles,CA,Townhouse,7,75.6,86.6,0.0,319.3,27771.5,1692,2,0.264,7332.29
Seattle,WA,House,6,69.4,59.5,0.0,131.3,13212.0,1640,3,0.12,1582.44
Miami,FL,House,1,65.2,42.4,0.0,6.3,3386.4,2219,3,0.121,426.8
Los Angeles,CA,Large House,1,46.6,42.6,553.3,0.0,209162.5,4876,6,0.242,50597.97
New York,NY,Condo,6,73.3,75.5,0.0,248.6,16008.7,1341,2,0.216,3468.7
Boston,MA,House,4,51.0,52.7,420.0,0.0,43984.2,1537,3,0.21,9235.92
Atlanta,GA,Condo,7,72.8,58.8,0.0,235.0,10249.0,910,1,0.156,1612.93
Chicago,IL,Townhouse,11,49.5,87.3,463.8,0.0,36294.8,1258,1,0.14,5074.12
New York,NY,Townhouse,5,65.1,74.7,0.0,2.2,1948.3,1804,1,0.18,353.23
Denver,CO,Condo,10,63.3,44.2,50.7,0.0,5014.6,1307,2,0.12,587.16
Seattle,WA,Apartment,7,72.0,77.6,0.0,210.7,6690.2,719,1,0.12,803.87
New York,NY,Apartment,1,25.9,48.8,1172.7,0.0,65144.1,1094,1,0.198,12903.27
Houston,TX,Apartment,8,90.4,64.1,0.0,761.3,24694.1,784,1,0.144,3552.46
Phoenix,AZ,House,7,93.2,71.6,0.0,845.8,81937.1,1812,3,0.156,12783.07
Seattle,WA,Condo,3,51.5,49.6,404.3,0.0,26536.0,1144,1,0.1,2633.76
Chicago,IL,Condo,1,32.0,47.2,991.0,0.0,51703.7,932,1,0.154,7972.11
Boston,MA,Apartment,3,43.6,61.1,642.2,0.0,28713.7,868,1,0.21,6042.92
Los Angeles,CA,Large House,11,57.8,30.7,215.2,0.0,58570.0,3339,5,0.22,12881.51
New York,NY,Large House,2,29.2,37.6,1074.7,0.0,388066.0,4740,2,0.198,76828.83
Phoenix,AZ,House,11,71.8,52.9,0.0,205.1,32341.5,2757,1,0.13,4187.72
Chicago,IL,House,7,82.3,78.6,0.0,518.7,77556.7,2752,3,0.168,13020.8
Phoenix,AZ,Condo,1,65.0,45.6,0.2,0.0,967.1,948,1,0.143,128.34
Denver,CO,House,4,55.4,57.7,286.7,0.0,58815.4,2983,1,0.12,7049.86
New York,NY,Condo,2,34.0,52.8,931.4,0.0,47606.0,912,1,0.198,9429.47
Los Angeles,CA,Townhouse,2,49.7,54.5,459.1,0.0,51924.8,1818,1,0.242,12546.79
Boston,MA,Apartment,9,72.3,78.9,0.0,219.2,10505.8,1081,1,0.21,2210.85
Miami,FL,House,11,67.4,48.2,0.0,72.9,14584.8,2885,5,0.11,1606.73
Houston,TX,Townhouse,2,62.2,34.7,83.9,0.0,13173.1,2192,1,0.132,1749.08
Denver,CO,Apartment,2,46.1,86.9,566.4,0.0,31371.5,1075,1,0.132,4124.48
Houston,TX,Condo,6,87.4,65.2,0.0,673.5,44285.0,1451,1,0.144,6369.51
New York,NY,Large House,6,74.7,46.5,0.0,291.8,72038.1,3848,1,0.216,15580.2
Seattle,WA,House,2,48.3,34.2,502.0,0.0,71372.7,2106,4,0.11,7841.5
Miami,FL,House,5,78.3,75.9,0.0,397.5,47062.6,2144,4,0.11,5183.34
Boston,MA,Large House,5,64.5,46.1,13.5,0.0,10314.7,4619,1,0.21,2180.39
Boston,MA,Townhouse,5,65.8,85.3,0.0,24.2,4252.8,1833,3,0.21,873.24
Houston,TX,Condo,10,78.9,88.2,0.0,418.0,17649.4,909,1,0.12,2101.49
Seattle,WA,Townhouse,2,43.2,40.1,654.9,0.0,48759.3,1204,2,0.11,5361.56
Houston,TX,Apartment,12,62.5,85.5,75.7,0.0,5402.2,1161,1,0.132,696.6
New York,NY,Apartment,1,29.4,47.7,1066.8,0.0,56887.7,1046,2,0.198,11250.39
Houston,TX,House,1,57.2,46.9,233.6,0.0,37582.9,2295,3,0.132,4961.78
Boston,MA,Large House,5,63.8,68.1,36.4,0.0,19621.4,4795,5,0.21,4121.26
Phoenix,AZ,Large House,5,81.7,83.9,0.0,500.2,126754.9,4058,1,0.13,16490.47
New York,NY,Apartment,8,79.5,56.7,0.0,436.0,18048.8,979,1,0.216,3909.15
Houston,TX,House,6,89.0,78.5,0.0,718.7,103200.2,2675,3,0.144,14878.19
Boston,MA,Large House,2,31.4,64.4,1007.3,0.0,247788.0,3226,1,0.231,57252.32
New York,NY,Townhouse,10,61.2,46.1,113.4,0.0,9583.8,1224,1,0.18,1742.87
Miami,FL,Townhouse,10,77.8,43.9,0.0,383.8,31924.2,1633,2,0.11,3512.42
Atlanta,GA,House,12,45.7,39.7,577.8,0.0,131438.6,3395,3,0.143,18780.08
New York,NY,Condo,12,30.4,30.1,1036.9,0.0,60473.0,1039,2,0.198,11955.87
Atlanta,GA,Large House,10,63.3,88.8,52.0,0.0,17731.7,3368,4,0.13,2300.56
Los Angeles,CA,Large House,8,71.4,89.7,0.0,190.6,55208.6,4326,4,0.264,14577.77
Phoenix,AZ,House,12,61.7,59.7,98.1,0.0,25287.7,3369,2,0.143,3633.31
Houston,TX,Large House,6,86.8,49.8,0.0,652.8,191813.5,4732,5,0.144,27634.57
Chicago,IL,House,11,45.5,69.8,584.0,0.0,123824.5,3163,4,0.14,17318.57
Houston,TX,Townhouse,10,83.9,58.9,0.0,568.4,39821.1,1405,1,0.12,4776.14
New York,NY,House,1,28.6,36.1,1092.2,0.0,162399.9,2248,3,0.198,32168.17
Boston,MA,Large House,3,38.2,38.2,803.6,0.0,200083.2,3242,6,0.21,42025.37
Atlanta,GA,Large House,10,64.5,53.6,15.0,0.0,8289.1,3384,3,0.13,1090.37
Denver,CO,Large House,8,78.4,69.8,0.0,401.6,76848.1,3031,1,0.144,11059.24
Boston,MA,Apartment,4,51.5,37.9,404.8,0.0,23558.8,1113,1,0.21,4966.64
Denver,CO,House,7,75.8,39.1,0.0,325.0,62683.6,3453,6,0.144,9030.61
New York,NY,Townhouse,1,26.9,33.2,1143.2,0.0,127723.9,1836,1,0.198,25272.53
Los Angeles,CA,Apartment,2,43.7,34.2,637.9,0.0,27383.1,834,1,0.242,6614.4
